,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
316.7782@636.18,1396327.72758,1374610.71391,2502719.56012,805258.09268,360528.45719,3445269.91036,2511665.12749,3157124.96722,1441835.95791,3533770.50092,1147339.60118,1866770.76334,3200829.84178,883126.87669,3568515.97136,1924185.02313,1693532.99331,3430005.80617,1937636.82726,2943623.20497,3188839.80222,3440298.87763,2725751.96832,3461897.92304,3448527.17151,234682.05405,468160.61487,3444015.82338,3089622.8804
316.8889@650.16,48963.95044,50661.68346,81515.82456,43401.67477,34718.99843,107521.84659,80614.89012,93150.62093,56784.85917,106311.75486,46621.27083,66749.53086,93727.0565,44915.95128,118922.14572,62770.71193,60441.90905,97883.30769,65949.96331,86019.56721,93328.1905,98977.89689,88359.32398,100891.45293,113045.99151,33868.34842,36502.73494,96946.89819,90240.06249
317.2518@210.05,12166.84323,11634.68263,11618.86859,11589.71254,10289.94239,11718.34734,11447.66085,10891.75409,10373.01858,10918.6714,11081.05915,10886.34944,11674.69248,11317.70843,11549.28392,11398.95946,12100.33349,11775.10069,11788.84569,12449.15979,11329.02694,11481.10432,12741.34519,11922.69926,12200.33915,11164.86071,11048.6175,11968.97631,12203.8198
317.7778@608.56,438029.68337,351043.61839,478054.55979,177321.61095,173748.19436,864935.24513,663100.49819,873828.58044,509345.92207,1037321.69952,240062.05173,490868.39608,747337.79479,160768.12437,847184.77339,610710.92231,575080.59933,383406.81726,704898.07971,599895.21768,710948.72549,339559.50985,771704.2788,996674.30679,958325.86094,80962.99474,201392.27749,1012598.62241,664158.97983
317.7781@636.21,462375.98631,455750.95365,840247.5731,264089.5016,120582.08505,1199868.29335,857027.05102,1071291.26045,476746.83482,1221615.42369,381168.5488,627701.81395,1101760.17014,293445.30562,1251602.15038,644586.98162,565506.53851,1188031.17663,649145.86724,997893.27169,1083355.20977,1174209.00276,936143.20037,1201323.28605,1190893.97488,78371.17986,154527.84446,1185832.65994,1066503.42167
317.8889@650.35,11131.50389,10878.67358,19594.51175,6911.09514,5699.59655,23849.76632,19405.63742,21449.13603,13447.15675,26062.30633,8869.79969,16105.44517,21707.83412,7525.66947,26892.65273,14186.36225,13999.22444,23131.82813,16437.06475,21340.83623,22264.17091,23795.56234,20778.52565,24562.68775,27423.35089,6108.86196,6780.74531,22469.48401,22131.26266
318.7775@608.6,118277.17503,106974.11684,254503.70751,127994.1309,65873.81619,76648.1069,246980.49736,293947.64381,196026.55975,411514.78853,146695.3472,208992.82149,302921.27781,130698.70841,393447.23879,220384.42124,232478.50827,303221.0812,226381.86266,274692.3776,300220.57242,250280.83173,216556.06596,439940.87047,382176.26429,61031.63202,72200.86791,396329.27716,266646.52006
318.7776@636.18,193891.75519,187716.73515,342004.79587,108553.11835,50506.89235,485505.04424,344560.14438,432828.79249,195265.03335,492417.73123,155221.38027,257525.44959,439671.20408,121897.73905,506444.179,261260.12082,229348.49283,478389.35723,263331.07509,401679.92187,434939.36591,473256.1725,380516.36733,482217.84116,482947.06139,35964.22636,65031.38116,477952.99483,427464.38733
318.9649@653.56,114456.45665,110678.7292,114341.38916,111135.13456,110211.78761,113074.45432,109963.50707,112296.26607,118737.53739,113582.37754,113261.73131,116382.19521,113248.00014,116349.6003,115242.63206,116224.55345,111879.63624,113224.4249,114692.03034,113414.18301,112195.80167,113810.74828,115641.58284,116447.75631,116275.33039,111256.16111,112289.22769,113679.73556,110743.96391
319.227@344.95,300028.33063,235200.44218,801676.32155,171330.42371,607276.10501,24357.95985,294945.02817,70051.66821,58232.79781,52789.16607,55004.80789,32425.82068,409210.34468,60160.6118,31380.428,179255.26759,444053.05762,300846.07677,59992.68874,237077.74617,271535.19221,10278.57356,106140.30938,220416.29871,51338.80968,22262.2738,279794.44319,91135.73573,9502.29854
319.7781@636.22,36968.7695,35332.54416,65587.04685,21863.77704,1506.77488,88785.2747,64852.40295,81132.19685,37372.2425,91594.91659,31356.20801,48838.57731,83373.19483,23996.08544,93518.74292,49782.75103,43208.21303,89731.58835,52948.64664,75295.45848,81845.41042,88826.19057,71581.08121,91043.32307,89362.72568,4733.45773,3719.82642,89005.70111,77399.94409
320.207@188.63,12054.24314,13213.0138,12564.02857,11859.33695,12508.9464,11529.42384,12595.73584,12429.45657,11352.7197,14801.75114,12935.23008,11742.27605,12840.55184,12892.04432,13266.54632,13915.15517,12526.07524,14995.93847,11665.60418,13144.03993,12427.02396,14020.49116,14873.61753,13851.16409,12670.06354,12765.97016,11937.5959,14026.21334,13390.51389
320.2205@479.12,4832.56857,5934.95186,5601.56444,2676.70364,5295.42191,3592.27807,1973.68984,3821.16135,3002.18364,2464.84914,2246.63463,4121.81635,5915.68081,3024.00417,3332.96234,3251.87676,5710.08073,5689.72321,1845.23185,7591.99681,6030.54413,1849.90796,8865.25143,10132.50835,3540.77185,2514.46847,3801.99523,7185.12816,4483.24786
320.961@653.58,30743.26605,29307.15251,29958.85172,30252.52924,25074.78273,31770.57767,27450.54894,33824.85652,27215.16108,28275.18721,27938.08817,31570.403,26126.34065,30264.24709,29237.43949,31370.41293,29274.39846,33267.94339,31729.06277,27829.86004,31856.95551,28032.15116,30721.46581,27747.11991,32543.61244,26400.06595,27895.29605,29758.49865,29589.48207
321.2407@487.97,746200.01968,912078.16423,717364.11699,644932.84676,731102.38893,498203.75305,713579.00402,483976.99223,591636.93044,473312.74537,409435.75917,681801.26383,568477.64881,631426.9518,435751.81797,647213.92617,780559.93189,774955.76683,629451.16252,698868.37336,577622.21542,241177.86207,736596.85683,717690.26374,419682.77891,526078.01279,623752.60309,717287.15609,453150.31596
321.2609@479.3,55677.07151,62651.2395,56086.12079,45472.25968,51095.60176,46937.85563,55020.7281,42876.86273,46601.33726,36780.93048,36244.22685,48801.53168,49930.54664,44456.96861,38025.93817,48875.88019,53311.54697,55520.3515,52898.19597,52464.12908,43941.4413,25110.41156,59742.70694,63794.15247,41726.52014,39123.50397,48308.66083,60777.30058,39522.46289
321.2788@519.79,12892.79665,27122.53113,11600.89888,14503.60748,15231.15458,7107.38066,14693.39289,9965.22815,13690.15092,5494.86969,10264.14184,10592.24546,12690.86973,10805.12419,12228.1616,10748.67429,21211.29857,17612.44341,13119.81081,19253.00071,15790.02875,4973.74226,28870.062,16618.06821,9436.44205,9301.24803,16212.57294,14446.41605,6364.22991
322.2433@487.96,147725.07442,180843.14469,138697.49126,131762.12474,152182.88259,111109.17168,140647.0855,107596.74806,127351.67974,106617.87766,100464.80007,143243.20449,121915.35552,133388.00072,99469.21852,136506.57217,161878.23329,156440.44549,137626.59882,142250.48112,122587.64849,64190.84899,148124.67315,140663.11855,95168.00366,118099.77464,129400.46015,143761.65103,99094.92834
322.2647@479.34,9068.83136,11837.12492,9798.84348,4911.97785,9067.19763,6432.00046,8611.87253,6661.70978,6514.08601,6139.82053,5039.7615,8959.50814,8126.69839,8214.08154,5932.57784,6235.40881,8090.21086,8813.28549,9460.57741,9013.1021,5844.55657,4331.94281,9609.65948,11591.5534,5495.09713,4900.50525,9211.57736,9490.55935,4175.082
322.2761@519.06,5772.09998,6578.11607,7423.52878,6391.4962,8064.45164,5053.22197,7903.21822,5007.07064,7747.50966,3759.9414,7114.99238,6254.59749,6569.71623,6470.23512,5529.26034,6499.01257,8908.67151,6634.40363,8038.94837,6700.07091,7303.99669,6238.02232,10861.34532,8078.47367,6834.19576,6617.05683,7162.63776,7221.92434,6118.82751
323.1676@353.16,47605.31788,58525.48289,54129.63711,53463.93853,57131.86486,48976.46112,59380.71877,50277.77196,55186.05845,44851.69654,57712.48769,55066.11039,48191.26017,63864.65615,47073.18294,53003.07904,63288.5528,49856.03577,60931.56327,97865.08505,47383.47647,78080.01007,51851.78039,44377.13051,48506.88153,57379.35662,51938.49394,41821.77073,51037.02896
323.2201@479.21,1507302.15149,1999315.08238,1493559.49113,1205851.56651,1726064.37727,931494.24566,1609193.65719,993938.10544,1189379.36677,886250.993,814414.65223,1364595.20045,1318027.44947,1164715.40443,909833.47846,1212020.92433,1789799.12483,1674693.29119,1386620.36898,1535882.6183,1221710.46678,583900.76971,1800711.25246,1733373.03396,883108.97855,1063049.40058,1427028.1431,1499701.15238,930714.98519
324.2231@479.2,266276.95153,353817.23349,261326.77709,213167.3052,304817.21675,163123.04522,285101.84117,174067.65672,210457.45198,154385.87279,146184.05524,243318.43877,234580.67777,208036.17779,159536.12324,215928.07634,318278.61248,298926.56084,249623.64247,267659.57952,214345.47593,102003.98035,321910.78158,304073.71916,154829.95748,186622.50841,252390.46868,266550.8435,162360.30469
325.1832@568.6,193799.79722,191515.32341,257605.64102,195010.98342,77365.79545,912759.37435,2741034.74655,707779.63167,3669681.15032,1097131.26394,4068563.40986,171682.7041,212098.51424,144220.98361,486898.82479,8070771.50967,452183.467,1055691.32021,273470.75807,2179906.38254,1594723.30146,1325909.97682,931626.23598,1233632.74563,198284.66588,129497.68103,108044.86816,996427.29021,1871788.17818
325.1833@602.81,5111261.63913,3946314.07362,2386725.87691,4879128.031,5281193.47545,1244005.99959,532723.86188,515654.95995,3398929.76242,1052800.47666,4075844.60756,1682026.85786,717783.82524,3170244.77057,868765.84964,2855059.2647,2054578.54741,312716.72769,2092172.81252,1407637.32343,1219907.8379,1171752.18287,1947243.8663,827859.19354,917119.7419,365076.00617,3529878.43397,1159838.29114,1638288.11804
325.1834@625.85,2227084.69531,2163165.37258,1204459.15932,2894077.63617,3093349.75777,552053.83328,1117147.99782,753781.98133,1890620.36693,604982.60435,2232100.79201,1440340.39965,686956.05363,2690806.21757,510290.80271,1767925.02696,1669598.11427,586890.67975,1611936.31341,1047107.21729,812842.78114,684017.99482,1168781.52607,717555.10369,516731.71056,3631269.96613,2915332.84642,701733.56886,808016.98843
325.184@375.59,3095235.46026,3373180.87973,3483991.11543,3114925.13511,2906129.64767,3225484.06447,3661455.30179,3403869.70719,3171574.7661,3226520.38695,3239583.12556,3335445.55343,3353971.8054,3554002.46727,3202184.25567,3265970.92265,3983145.00101,3301857.51094,3606833.36587,5991982.88381,3270766.40144,4933286.24377,3563297.73653,3189641.8128,3131134.11629,3091314.63421,3079479.98615,3173252.28674,3369359.27699
325.184@484.18,6652024.99906,6757934.33457,6427504.28647,6503487.36376,7555014.83783,3983328.98506,5112319.4718,4487713.3799,6677652.95217,3844668.71319,7958894.02234,5843562.82256,4003452.41363,8950969.27638,3166221.32624,7004528.43682,5949026.96563,3166429.66993,6194081.55977,4791303.77395,3975511.62636,3673998.52572,4903161.265,3427864.91478,3315909.92425,8203000.54789,9259230.66746,3776620.2888,4473437.47888
325.1841@522.9,8993922.9486,9082809.54722,7428167.27368,252165.72149,27058470.64298,3701442.19384,6324989.15034,4345746.91508,160341.59179,4075408.2983,24217546.31954,7615510.25959,4343260.7613,139885.82515,3103658.06648,8804408.76313,44098.55211,3253016.62838,49743.80377,5405044.5209,4589410.71963,3869273.57491,5503409.30586,3762869.12173,2629948.61116,28152454.31133,155508.96285,3375030.88814,4466013.84161
325.1842@511.33,78345.78765,36285701.49839,82130.70519,13728645.60552,13823609.02799,7400837.33894,24735064.23564,12142285.32915,36036440.10113,17320764.28992,13197021.49166,30568356.57792,7525896.3546,14074984.93203,6748527.31248,144969.03685,58421.46555,7154925.36485,73892.99271,8966900.73125,7680678.91584,7876943.98448,12142744.23458,7426584.84706,6699832.40921,123449.62273,13525878.31971,7587544.95397,8319034.482
326.0869@63.93,57.83103,23.85121,57937.63259,231.27772,1716.77175,13535.88644,60985.08016,5.88112,72033.63111,36857.00612,64.24848,15.02953,5311.54455,354034.62458,45.74206,37.90056,155608.87549,877.51703,29.40561,130818.52064,4452.378,66.65271,9317.30306,30.71252,173996.03173,90.83065,39961.30529,12.4157,54.56374
326.1864@602.43,1123471.61158,42047.16178,159886.20929,1006414.82831,1183197.20529,92277.8936,204149.29305,103984.24433,87621.14602,216475.18504,433162.2881,316595.27967,273485.192,698548.72472,126060.59011,600741.79391,417049.85065,221469.23057,50964.0828,261827.57426,215035.55382,116684.02609,208779.61292,261860.98893,10617.3659,504132.46117,311752.58511,107717.38611,367974.10327
326.1864@625.78,445397.55404,432277.6312,241349.89871,593770.26604,640561.43478,110337.11448,221524.4043,146965.77754,384389.02877,122144.81405,452554.58609,291160.667,143542.44994,544680.94819,112095.21436,350116.27497,334509.41843,119641.68907,332970.00813,206495.62999,168561.77818,134589.64454,230866.4134,144448.80751,115031.97317,738305.8026,628145.43872,140814.92289,155842.77414
326.1864@570.04,466693.98337,649282.91962,404716.75301,845733.37153,1082843.97426,98980.81291,279348.37035,249256.99882,631782.90747,185375.71053,709061.6059,266815.06625,238626.08712,1317956.66957,186566.38461,612998.93062,670065.68859,178201.95289,513022.43696,169975.90038,307682.93695,204471.43945,347984.77815,248345.47086,164402.01114,1023307.78219,1156818.13405,209614.67493,175259.7689
326.1868@375.58,643376.21125,702583.91914,724673.48842,650457.31788,594546.23396,667618.67601,763650.37527,716821.18239,660154.84901,664784.84319,675288.50283,693235.12539,707594.13376,753544.02751,668444.2367,680332.67853,833978.56048,691772.73532,759694.97262,1284797.08392,683544.71377,1042365.84229,745240.32839,654537.60018,653016.81057,658282.53878,637109.54598,665603.2379,699623.03558
326.1869@511.29,7455913.25627,7554074.88839,5954173.29538,5067984.83644,5116028.55468,1561941.39037,1803986.89804,3831197.6372,7524510.48454,1499322.88247,4806066.52062,6362265.53501,1531769.24254,5161173.7312,1364955.08723,6861336.74728,6714707.45129,3511500.34383,6897666.55717,2113274.48577,1583374.9158,1812147.22068,1800914.37994,1536575.40331,1392524.77837,5415546.40014,5019485.23688,1588974.3013,2986289.59776
326.7706@137.97,14632.69939,14035.0997,13582.52948,15338.43646,8949.55217,9571.45852,11143.09357,12884.26251,12920.02663,12118.73773,13804.74735,6777.50239,10182.49137,12646.9057,11059.38259,13944.70226,11744.11067,11717.12607,13932.07168,11154.27318,12509.30841,12872.38331,10728.71165,10497.63271,10396.32846,17617.60774,13685.82958,7362.70769,12679.96837
327.0902@63.97,76.59062,92.43838,8383.74455,99.61945,385.18423,1677.34705,9911.37725,36.32666,11762.20421,5285.32429,120.25732,12.17989,459.77408,57617.61322,66.16642,66.49076,24398.80827,129.73807,71.78048,20192.45702,675.04057,62.59862,1271.50102,60.65255,27622.11443,107.35825,5500.23865,38.27273,37.62404
327.1626@305.75,35780.1124,35957.55171,38275.94197,41102.62048,33259.67671,39494.3411,40293.63796,39119.02152,37676.42693,7855.6517,35109.12496,38209.54601,38796.29771,33517.64717,37458.31194,41437.82485,35959.41304,42745.3682,35641.27068,40766.22803,41051.42243,39058.30884,44942.4703,39987.9654,40251.30528,34609.3648,33906.75756,39495.27538,39792.41439
327.1826@511.37,2470854.33295,2510966.59005,726331.91141,1966552.99754,1976953.37556,571776.49963,582630.14062,562649.02144,2469469.94683,511084.96187,1862213.61359,2087977.55003,1018190.09703,2004645.86829,841681.59279,1022257.33431,2265266.97471,939887.20017,2286823.68875,600403.10026,546251.35193,1307055.97375,583370.59469,1270376.18521,465736.14545,2108642.29408,1950217.29349,549943.82552,1422355.46419
327.2326@424.56,780196.8243,3271066.84058,1307644.02205,1949258.2694,1702535.69861,310721.23441,2049446.21487,1438002.93687,355674.71581,200465.09887,444981.74117,649445.6461,730632.2488,503863.26332,350913.92327,780301.23292,1325843.14243,1031947.68894,513871.69956,571659.5355,1097281.76862,101389.66298,2283438.88393,1134189.00638,727305.22488,743965.95526,727961.79308,1039921.32329,375441.25966
327.2506@488.08,18670.69335,37060.12139,26443.50178,19329.0297,33542.40385,15487.55213,37264.72749,18096.72717,18889.05395,14346.34559,594603.91494,28267.93727,22005.77923,18770.07749,17580.8573,23479.86529,30255.03697,35971.26288,18997.99764,23905.14302,30150.99559,3988.9429,35854.90717,30419.24029,221595.4309,12929.32494,26446.02147,22613.41896,15186.38466
327.2894@413.55,4821.58368,6315.46003,11799.95022,10680.75733,10220.49936,11915.52632,12954.00918,27832.49535,8247.0447,2012.47242,14659.48456,7823.00863,15229.51517,6954.62877,25964.97541,18204.81926,20986.12976,16491.23336,14058.49508,5201.79525,18041.10698,3912.71684,19557.48722,10551.35662,11518.55557,10941.08231,9910.80758,17222.80499,7176.3412
328.1662@305.24,8343.35181,8926.4222,7685.21795,7610.66498,6538.49333,8482.90245,8474.18132,8682.08161,8004.61998,8264.33574,7256.72556,8195.54057,7359.263,8054.9769,8993.47994,9439.34958,8269.32845,8134.2761,6717.51649,7720.46029,8355.50175,8733.147,10010.5785,8037.97523,9125.00485,7472.4149,7223.48365,9361.95189,7782.78843
328.2356@424.56,184838.16873,811702.00157,323016.23787,487917.32835,418362.8631,70597.98101,513190.69322,353813.74934,80856.08957,45397.04901,102608.56548,154670.53266,173909.89583,120406.04453,79205.15544,186911.71691,328491.22516,251407.91956,117181.86284,132457.57749,267184.3389,19784.45938,567876.17022,272848.43768,174636.21269,180609.8222,172533.35913,253109.27151,86716.95243
328.9835@474.49,7859.63152,7444.93984,10168.20646,5800.07363,5033.34983,9263.76408,4986.64483,7750.67007,5600.17038,6985.70595,8969.97812,3553.89193,5664.36025,6090.88619,2554.02212,6120.79728,2641.95642,7144.09984,5938.50769,3698.83633,3467.74482,6013.04385,5031.37728,7932.73458,7565.22093,5116.51503,4333.70511,6002.51259,6824.03539
329.1644@478.98,18047.28514,28217.364,17293.24853,13598.33527,24172.56144,6684.41821,22555.71401,9956.08255,13617.79331,7108.95473,7078.17516,15449.18184,15545.53098,12696.68466,7573.24962,12258.89303,26232.23751,16718.81949,17371.26065,20126.23279,17186.9162,3652.60266,27451.40312,22130.57476,6977.32897,10114.18646,17418.7712,15937.01512,10198.41829
329.1742@254.2,9296.91552,6301.32011,3755.38179,11646.5453,11675.10643,10161.13788,18362.53255,9104.4813,5656.52399,2836.93518,10911.20953,8275.38205,20344.47618,4693.02992,1485.92528,13754.7083,15596.98613,5453.19757,7828.69225,10767.3002,20573.14572,1815.72838,18070.39019,17201.1867,18708.09067,16569.28362,7965.58614,18261.49616,1562.68253
