,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
233.9771@692.48,213583.04923,110623.98771,226825.30706,324829.95728,298219.49077,200394.56022,251330.33592,140151.13929,187859.88345,65885.15407,148633.97389,73148.81995,213271.26718,90951.34459,149841.87748,157492.29446,215018.2767,173311.48925,29931.16493,8333.33551,95621.05051,92463.8876,9251.50861,135768.66807,231041.51807,136611.93723,58716.49798,134450.95431,8608.90976,273688.99269
234.0511@210.13,8073.92074,6944.65344,7847.49786,6286.65903,6657.82148,6341.00307,7193.248,6701.47546,7022.91965,7022.70892,6260.49249,5869.91043,7541.53736,6162.30261,6627.8398,7324.83785,7199.62926,5679.11504,6248.60787,7137.9165,6915.69277,6593.15154,6901.35343,7880.54233,7374.4164,7144.38766,7312.33991,7561.83318,6799.66106,6346.94663
234.1492@415.94,75690.38641,69987.82756,70185.95765,70734.41184,71628.65842,76379.86288,80648.89276,72103.60344,73583.07467,72005.38226,74015.22848,67889.13907,69846.49781,71336.31093,68542.83715,71264.64549,68790.47073,71654.75315,69331.53005,69484.44343,68430.25597,68477.9866,68094.43397,72023.24412,71314.32139,71987.86895,68565.75342,69153.56405,72845.32841,70384.63293
234.8191@636.03,1300396.0266,1438605.2358,1391673.26532,503457.33648,1298968.61793,588644.10382,1398227.71223,1463219.9763,1496921.54309,1345042.3683,715143.54034,1221491.87944,1256342.62559,989297.91277,1513172.50028,1288089.47417,1345294.15584,1038986.25169,1492864.3752,1341366.02204,1346187.27668,1283500.01256,1328653.31653,1346865.97338,1325147.36595,1479741.70172,1299501.85781,1283016.88058,1467585.93697,1297904.95669
234.9432@652.94,27187.56003,27412.30079,28000.81133,27148.19548,31651.92325,28768.19203,27378.8265,29889.10042,27935.26699,30073.31619,30423.64061,30061.88507,26067.0969,28794.76194,28546.67472,25939.69,23129.08345,30506.1864,31608.01921,25987.3848,26925.37822,26878.5106,27877.23512,25231.05377,28273.69898,28416.46834,26123.57658,25382.49505,86507.28498,29678.06128
235.84@137.65,57083.25945,54909.72653,58419.98683,85113.98335,67150.55585,71323.9121,62241.89089,46097.96533,61330.13874,56955.27714,67004.91882,59699.3661,53631.95418,66858.66849,61873.31041,57708.09918,56081.36308,59084.49033,61209.20805,56694.69267,51926.90452,54748.31899,58023.58802,54906.6221,54826.70156,56871.69469,56778.17834,56024.4314,64525.19417,59902.05348
235.8441@636.41,123678.43488,306358.79342,294693.12437,74334.93288,175739.65434,87240.63565,154607.18406,139581.49954,322047.22546,284755.99436,109063.27118,165260.73761,272728.31773,153890.9237,152417.96701,276612.99551,282739.24891,162081.97424,145007.50655,285270.75275,291721.14584,119120.16088,290523.34569,290040.95774,279725.87432,137380.19201,275821.70117,272435.19571,156189.80534,160299.78905
236.1045@258.46,95040.22225,90133.95227,87925.71567,79870.04046,90054.86067,85796.04981,95574.2135,85365.99199,94235.74801,95849.89245,81886.9708,85906.66224,92314.39082,89824.34287,89202.24546,94820.19208,95454.42868,90024.2143,87317.04535,85880.39688,96133.52924,94011.289,90183.59352,95500.95883,86707.09181,100639.25887,88631.21114,82208.41217,90092.8264,83148.48772
236.8165@636.05,492774.33035,547526.21378,526215.79839,188823.18559,495340.42893,223965.58214,529410.7762,563165.76242,563993.73092,508269.88803,269939.91578,468323.09937,475859.83171,374430.22821,576088.82874,487175.22896,499108.6798,393423.33377,570627.85179,506044.63545,512381.08689,477901.72223,506482.1011,511413.49716,499428.00976,559220.72763,491749.96093,481782.03528,552467.24023,491780.2311
236.8777@137.84,66599.14757,57388.43293,67559.63858,106395.99158,73219.09503,98511.74886,74370.30199,50581.82286,63831.99001,54744.04341,90213.85753,65457.98092,66273.89449,80484.24615,73704.70856,64204.89204,64551.07402,70002.71811,70778.2776,62601.05051,63219.73991,57120.56694,60621.02416,61436.16898,67776.86458,66875.06404,61608.20891,67484.79614,76644.81348,73423.95786
237.2218@479.02,82825.58837,72502.71441,29334.97884,38971.58567,63798.89126,108395.27623,101125.64074,64083.89284,30018.71912,79591.01995,68378.48547,110286.32502,58366.25089,45675.64844,56159.15881,31608.88448,55700.53295,42105.19934,43726.71492,30405.51355,67902.12571,57565.79113,14635.39923,67152.61127,57425.32297,85070.74527,15501.35071,38161.44252,58780.98963,45083.18936
237.8165@636.13,93962.92453,105373.78562,101377.31326,36353.44683,95179.56525,19739.35932,33449.99727,108316.07814,109306.31931,96487.25571,52361.31043,90489.03934,87187.82086,75637.62902,111538.45004,94620.80063,96598.76546,35246.22187,109063.32718,95459.42674,95145.8334,90931.52468,95852.01864,98495.92724,93146.20936,106689.08221,92359.50797,93256.56014,106592.87033,96731.49181
237.8382@137.54,55361.74296,50480.97029,55080.80535,72447.58776,58974.13939,69184.28436,55568.71442,39096.50465,58153.74597,49332.43599,61974.55719,58813.96792,54110.16786,60413.97398,54945.11595,53050.14023,53343.66667,54773.06288,53233.66535,58100.33482,50416.02504,48644.50005,53210.45883,50259.98846,51974.33614,52744.65286,53007.35682,54132.69202,59909.43201,56017.62174
237.87@650.67,47222.1915,52028.14118,23760.10748,262994.60397,114380.38123,180689.21028,166640.53815,83988.15657,68518.0266,55902.23996,216548.12793,130673.22022,43810.27687,197414.68745,160299.84044,30800.60982,38219.20994,226715.35502,69432.76292,53560.88578,37198.42556,47257.66215,30940.77934,34618.55455,50397.68446,125322.14054,44608.53691,26402.21101,85982.98648,108245.4263
238.0761@205.06,30685.72468,39815.10103,74476.41733,33477.40998,68361.62866,6344.54496,21332.47334,19731.98434,22991.5143,36992.80904,59907.02472,357401.72551,19467.70679,43039.08608,57715.49215,43790.68614,51284.06495,112906.0153,25110.5535,9915.54092,143176.85562,16553.78801,1324.76596,182940.55818,186107.97832,129372.47092,4906.58052,10531.16959,85594.1877,50496.45504
238.225@479.02,15497.94076,13619.08008,6119.70708,6477.82844,12088.78912,18855.83185,17364.94648,11595.71692,4353.55648,15309.39065,12217.87773,19336.02644,10107.84137,8322.90365,9283.48778,5615.15743,10369.92326,7751.32012,8153.34049,6400.95705,12151.17021,10195.66747,1988.08053,12020.01703,10752.77051,14913.11485,2777.28769,7114.12471,11099.40705,7916.60821
238.8159@635.85,31555.43274,34492.39319,33754.54736,5487.56314,32006.67645,12204.10546,34171.58134,37344.53773,39396.33811,32235.65719,19503.59896,30118.45624,28213.84799,23493.42743,36976.62327,30546.87588,31437.1243,28290.69499,38000.01769,31664.47702,33658.79466,31781.60489,31061.67625,30984.49629,31139.13917,36622.03038,29018.31097,28976.77109,34175.76504,29613.17245
238.8687@650.81,59516.52995,66370.68791,61341.00733,285902.90488,138080.7419,247178.68929,95575.78976,86701.1842,66730.40101,59825.63341,213980.00451,127096.53643,50127.68741,188039.07308,83705.73003,42712.85084,39196.34543,238701.34743,89883.79617,55924.4499,40392.62046,52654.87011,39286.40134,37663.15684,59067.43631,74122.69126,50551.54079,48208.17937,90745.47569,135024.00671
238.9112@649.66,143355.05681,134942.66861,135527.02987,78497.26975,107678.8511,86001.56959,104026.02473,116071.25057,120006.81737,136297.90929,90712.08372,107431.83329,147652.85667,99341.50385,118144.28907,161980.9148,157478.86726,99215.5627,119458.92787,146027.28837,161122.24895,137261.32397,169146.39503,167146.38795,140354.38012,129009.28111,150886.81057,144179.3012,113884.09232,107136.92374
239.0591@309.67,64871.52111,59563.97822,59860.83023,61872.57501,65775.05657,64525.00232,65214.56061,63557.24269,56902.16155,64124.41861,60004.91255,57522.99581,60670.66918,65466.76006,59144.94284,63556.55756,66134.6926,64745.01393,55126.37897,52827.88406,56582.69287,58144.19194,51925.6435,70713.30672,56289.21935,59255.58733,47798.65219,56357.59885,57402.1187,68242.49415
239.0665@274.69,84357.07567,81965.37077,82761.15643,79316.77548,84350.06006,85445.90632,84522.78835,79399.55151,85573.33354,83038.51891,8145.39999,7969.27855,81605.57044,81562.70321,83114.94986,83230.9196,85167.57246,8077.20238,83405.91616,83265.53086,86037.36074,80619.09739,82959.07123,89987.32477,84571.03019,83625.42819,79559.87647,81942.82474,78094.84381,78014.28616
239.0916@187.55,25276.22624,6824.13112,1295.70938,15095.87322,13916.00983,23265.94494,190504.68304,16927.9973,19577.76947,34023.03768,21770.12265,360878.78911,10297.32691,643399.65323,162184.46396,38251.26892,15596.82711,37784.49671,38659.7092,13960.16145,206111.97248,20182.33677,14025.44145,77385.64036,12698.6743,5067.74919,6535.82044,8140.29589,15245.05753,8675.63826
239.201@282.11,47861.03569,49778.49134,50140.16808,50350.09184,44708.18566,44427.41025,44537.07582,47099.54045,46562.05985,44834.11901,46435.4225,3681.03802,47983.41329,47409.20621,24927.91801,44554.19496,48974.73205,48730.76779,24139.49321,45653.35448,44112.48593,47838.44282,42483.90895,43781.61128,50015.48459,48258.68079,24633.49865,23359.86847,43612.2685,47087.9551
239.9025@237.77,7342.94955,5785.26323,6562.38611,5569.48323,5834.00397,5886.68029,7044.22877,5601.09,6634.03537,5465.56265,5743.00123,5493.15983,5442.01257,7089.23305,5851.4372,6834.33566,4026.49426,4426.22918,4830.67973,6424.68406,5574.19844,6920.84579,5806.77902,6758.39732,7221.77565,6727.67909,6063.21724,5437.10103,6176.80275,6668.72526
239.9114@649.98,29972.4196,26720.39663,26016.80511,200102.3001,92081.11005,128818.70749,115784.57824,65084.0374,21189.01368,26282.01399,137454.86833,93582.96031,30209.35344,124512.14835,53479.09193,32540.08635,30828.15385,128351.42788,21443.78976,27105.55737,31575.20174,27323.66266,34091.65835,34705.87309,25834.39574,25136.59212,30175.04594,28881.41909,70899.73626,92631.57342
240.1597@230.73,432069.8458,381207.94774,400788.8391,306212.49032,379904.65249,299485.2974,410753.18156,395831.64065,380886.45259,403221.86279,306015.07878,383539.61335,387411.2717,359726.766,401198.46294,370268.48094,399802.86486,343129.16684,365452.52194,342543.98858,387118.97492,403670.86164,321380.45924,407861.65408,397666.75209,426324.83903,337974.35896,369621.17421,383079.74654,369522.83268
240.9063@651.03,47531.80308,48817.87134,74956.28345,399290.12743,298510.12673,351536.99629,168425.02089,29320.63073,40122.83032,41279.79638,308856.31891,317490.67613,58654.83366,333497.08583,133586.13355,55463.5936,56573.83176,16363.58119,124941.2065,52980.89502,55451.6362,53379.11837,58841.12815,67083.6511,53323.50529,50308.28393,45930.70737,59215.20218,150184.40646,38903.01055
241.1447@229.53,457055.83538,368240.7093,421828.47892,239455.32487,358946.81114,260510.96999,410406.7398,421500.32047,345677.75398,427762.85877,254998.71129,363309.97864,393085.51171,315287.64901,404066.03682,357235.02091,418863.07737,296043.02047,343173.29836,318033.91251,404558.57709,431511.47466,265216.96346,443221.95422,426525.44451,450088.26845,273498.63461,365495.33864,368777.59084,328379.3398
241.2166@435.88,202331.38805,271062.65032,142482.41585,161223.02545,171708.40986,197515.70297,572484.70755,161616.86805,139378.13916,217990.11488,184227.97465,187106.49945,188575.81306,154569.99416,145086.48761,150067.98349,164821.62512,193590.14623,280231.84711,137881.05852,161927.32884,176984.27262,112560.99275,174713.02843,158418.32534,275977.84566,118125.7407,138882.77273,199457.04216,156892.64585
241.2166@515.71,788927.44649,826706.34099,484545.62477,596280.33098,928588.69997,990251.93327,789051.42317,893173.388,896643.13993,659979.41672,1003546.25509,924221.38981,807049.0708,1004262.74395,890579.62245,804984.82442,760622.46368,1045144.55917,865939.44088,815514.29375,812077.39386,830570.80547,538217.54867,803380.00926,811453.86617,374142.9758,510156.67264,831279.73823,940198.74447,961616.36063
241.2168@447.82,674262.39599,667953.33455,318118.22186,408762.45545,489417.24734,702596.67686,1581503.70437,465722.15299,274063.7753,641185.26253,538386.55794,689087.91306,453314.18435,383951.63833,419575.64448,327927.80252,444192.32021,444580.58076,834214.74593,307029.35472,527615.29797,466150.84543,242882.0691,552934.68745,458969.26296,684404.26452,253636.45803,331968.69123,557241.47549,360345.52055
241.8488@634.98,16242.7166,13894.80534,10601.24792,5286.19239,4612.17058,4312.98267,6521.08892,9195.97826,10123.55837,15203.18502,53.47715,3585.11583,15029.5525,1028.10863,9753.0086,18759.22225,20046.87693,1252.99829,8613.12808,13223.82387,19924.74075,16329.1528,19495.29937,21232.00274,14939.00765,11944.7916,18531.51068,15032.23175,7804.4757,5490.47056
241.8993@237.84,4963.82715,5416.15199,5843.84798,4756.31464,4225.86908,5094.86109,2690.09212,5454.0956,5319.08936,5316.62873,7833.79174,4780.55129,2610.34892,4905.04228,5051.58578,4856.90521,5121.08818,4602.51013,5495.55715,5273.91201,4807.68774,4432.41777,4292.04126,5531.82415,4890.29002,5302.11303,5090.72787,5247.55511,5107.93718,5188.4229
241.9952@508.05,73850.46161,77182.76062,78561.38193,103440.07948,87728.32817,114798.05384,84916.16605,77228.17571,77779.63973,80328.30891,99608.44856,89410.15777,76663.89294,102886.32495,86236.1438,77703.65188,103697.471,78233.76757,73924.67347,76549.64625,75127.30874,74678.3806,75323.01468,82672.09959,74499.65993,71284.24758,78931.61511,72253.12557,80778.49481,91638.6173
242.0799@31.41,19921.79834,8374.24563,12528.23545,19931.67121,8390.51129,11244.33035,25861.68814,16110.81299,25320.42293,26370.19362,13491.96,11331.14871,16599.98565,15171.8881,19632.85583,35578.64993,15938.70068,14377.79882,21775.42687,16726.05056,10206.52859,26237.80155,8959.1721,21191.73191,14953.41202,18152.23131,12245.00329,13291.27703,19497.04271,22173.33077
242.1476@229.41,61819.64279,49994.79668,58537.03615,29802.95962,53916.63019,29716.95134,57723.19812,61031.82846,46999.05115,57855.07021,32626.25245,52942.28815,51208.61188,46252.44493,54638.72934,48455.04645,55793.42148,43896.43575,44862.48384,34199.20572,54053.96779,58100.82307,30921.75858,61274.80086,53576.65976,62274.27112,39186.99852,43464.07433,47626.28135,43887.78069
242.1755@216.4,174546.91008,225239.61794,220425.34051,174276.53723,190723.70627,182926.08753,236098.28863,168131.7968,167190.28427,168737.08633,166065.89642,177300.80628,170906.88084,174136.63005,260262.02873,156029.97469,220522.14455,179955.87693,171994.49533,159581.38873,184308.95795,166214.11863,163914.87718,170901.58282,176766.89256,168935.77699,170656.11828,170240.9439,175511.63145,181168.06337
242.1759@505.78,87405.63183,184362.39101,150029.40369,122231.51251,105541.82242,166061.4406,165651.30893,117750.93842,105362.34297,93888.3443,112142.36997,119009.94106,138936.33472,110688.96676,169880.12882,87562.19899,141485.84915,185681.3987,122727.7285,89738.99038,110958.75618,108218.51634,105428.50373,68955.93087,99594.51439,110474.05854,107401.79983,97451.48856,150680.56005,109349.99288
242.2199@447.82,113126.91479,126068.80503,46471.35593,68850.6563,81103.26119,117085.0383,247398.34649,78627.14454,45355.82622,107362.32523,77315.81976,113564.03856,76136.42162,62006.94185,70976.19177,52450.28166,81762.1784,76870.78803,139190.88665,51087.76971,85436.99678,76821.07812,36298.74347,91266.53742,77122.94743,109913.05636,35120.55064,55154.8719,93747.68612,59740.51525
242.871@651.08,43289.93933,51391.31711,46486.08199,181420.58994,137846.88204,158907.41201,112219.23883,66584.67145,40467.65014,48384.51035,151482.09728,140555.24259,38956.83523,120526.71418,116710.42491,33384.82604,31041.71144,102809.99999,46469.0254,35617.64685,27457.22616,44810.00253,38322.57191,31969.18469,47302.65925,41705.4726,41178.8412,36844.62711,106111.06515,110408.59589
243.0613@79.85,13615.41292,9430.80957,9259.42059,9428.47191,12797.46057,11495.8551,12174.88516,9296.39154,9263.79179,15052.90054,13871.31848,6087.30739,22191.08989,18042.43411,13215.01007,20009.61513,9209.65122,5432.42033,11138.99011,4629.18785,16197.74869,7190.84703,2465.39539,17630.89577,11833.4191,25741.12968,1927.28099,5093.93842,16279.34683,17521.67028
243.1593@196.15,73962.86796,74606.12767,73550.69539,73416.71275,75265.08281,74473.90539,78916.10964,70555.43346,75129.23171,71925.89724,72173.78648,76455.66347,65660.24033,78325.7721,76204.92961,66485.26856,71197.23793,81579.69294,74548.15243,71074.37357,67597.90887,71174.93409,64579.44472,72700.06567,75228.69929,73963.78829,68547.29848,68744.55819,75216.22081,71600.30813
243.2227@447.8,11314.80183,11661.49332,3609.74608,5590.14102,8101.60591,11643.10632,34662.59408,6909.53191,3802.91764,11000.35168,7597.98245,11368.03106,6368.77898,5520.09565,5706.56816,4458.3459,6129.5704,5816.68999,8440.05787,4324.85814,8870.97685,7877.05866,2655.24228,7431.30502,7868.221,13255.60188,2476.69948,5478.22113,10075.92537,6349.96879
244.082@496.46,529597.06595,287576.83495,312571.4981,83959.80925,294409.95691,91653.69575,383099.57081,324580.10605,223367.36712,328239.98032,174740.10165,319382.89112,362631.79589,266201.16781,49303.544,257664.07483,410784.35164,211579.29638,249483.68126,178739.43305,358995.31445,372585.51383,155281.92583,84111.69054,397905.66413,505603.6988,191296.5317,215514.46528,261194.87597,252941.01663
244.1548@167.28,6109.30047,11142.90468,5173.89306,4867.81656,5535.76688,5475.85344,5387.80918,4741.30963,5464.66146,5686.25643,4862.13385,6128.57996,5138.59275,5127.22477,4737.84157,4790.54566,5324.47454,4943.0982,5499.34578,5547.6674,6020.52531,5238.86897,6084.6759,6384.92017,5027.73294,5309.90009,5594.70155,6038.5767,4519.37955,5207.71736
244.1905@197.6,10891.69775,11345.29664,10471.4873,8869.96084,13492.14311,11802.17471,11852.97027,8473.67912,16342.82101,11205.61417,10480.82714,11590.99764,11211.58744,11522.48651,11405.81153,16368.7212,12950.17388,10022.72745,12104.65719,14796.27746,11191.78951,9795.83256,11578.57912,17278.86941,16285.53634,9632.76758,14954.93479,10957.36688,12277.35871,10956.87301
245.0042@624.01,60820.83939,60077.05442,64209.73341,214258.85018,76928.58868,84087.15733,58753.01092,59497.35486,57073.58881,54553.81577,150229.02573,68073.70229,64543.75247,78526.23081,62012.05207,79654.50657,62731.36485,268611.76596,63257.39261,62097.35673,69199.90416,50065.05587,78105.52412,69829.51372,55969.1169,46202.23099,75982.20661,69070.68125,70558.27622,65970.76902
245.1385@185.29,755.80201,1032.0112,1054.53128,680.94129,740.4393,711.83882,439.97712,486.14841,835.67123,748.36656,447.15998,802.66883,886.97638,1081.3552,649.30022,659.45834,783.12674,817.34112,874.67093,426.33599,654.59069,232.00865,693.97504,556.245,784.31858,984.2425,637.96564,750.28336,752.47868,799.43681
